course_id,title,provider,skill_id,cost,duration_hours,difficulty,source_url
1117,Workplace Communication: Effective Presentation,Nanyang Polytechnic,54,70.5,7.0,Unspecified,
1118,Workplace Communication: Effective Presentation (Synchronous e-Learning),Nanyang Polytechnic,54,70.5,7.0,Unspecified,
1119,Building Effective Relationships with Stakeholders,NTUC LEARNINGHUB PTE. LTD.,54,100.0,7.0,Unspecified,
1120,Collaborate Effectively in a Team,NTUC LEARNINGHUB PTE. LTD.,54,100.0,7.0,Unspecified,
1121,Resilience Employability Series: Enhance Self-Management to Excel at the Workplace,NTUC LEARNINGHUB PTE. LTD.,54,100.0,7.0,Unspecified,
1122,Essential Apps in Microsoft Teams,Nanyang Polytechnic,54,70.5,7.0,Intermediate,
1123,Workplace Communication: Effective Email Writing,Nanyang Polytechnic,54,70.5,7.0,Intermediate,
1124,Understanding and Collaborating with Parents of Children with Additional Needs (Synchronous e-Learning),NATIONAL INSTITUTE OF EARLY CHILDHOOD DEVELOPMENT,54,134.0,8.0,Beginner,
1125,Workplace Communication: Effective Email Writing - Synchronous elearning,Nanyang Polytechnic,54,70.5,8.0,Intermediate,
1126,Partners in Unison: Building Collaborative Practices with Stakeholders across Disciplines,KLC INTERNATIONAL INSTITUTE PTE. LTD.,54,101.25,7.5,Intermediate,
1127,Partners in Unison: Building Collaborative Practices with Stakeholders across Disciplines (Synchronous e-learning),KLC INTERNATIONAL INSTITUTE PTE. LTD.,54,101.25,7.5,Intermediate,
1128,Leading with Stakeholders in Mind,NTUC LEARNINGHUB PTE. LTD.,54,140.0,7.0,Unspecified,
1129,Darkness to Light: Illuminating the Leader Within,Ngee Ann Polytechnic,54,138.0,8.0,Unspecified,
1130,Darkness to Light: Unlocking Team Potential in the Dark,Ngee Ann Polytechnic,54,138.0,8.0,Unspecified,
1131,Sustainability Learning Journey & Workshop,Temasek Polytechnic,54,108.0,8.0,Intermediate,
1132,Using Digital Apps for Effective Team Communications,SSA ACADEMY PTE. LTD.,54,145.0,14.0,Beginner,
1133,Mentoring 201: Bringing out the Best in EC educators (Synchronous e-learning),NATIONAL INSTITUTE OF EARLY CHILDHOOD DEVELOPMENT,54,117.25,7.0,Intermediate,
1134,Work in a Team - 1 day,NTUC LEARNINGHUB PTE. LTD.,54,150.0,8.0,Unspecified,
1135,WSQ Apply Teamwork in the Workplace (Synchronous E-learning),SFIC INSTITUTE PTE. LTD.,54,147.06,9.0,Unspecified,
1136,"(ACECCE) Collaborate with Colleagues to Foster Positive Workplace Relations (Infant/Toddler Educarer, Beginning Educarer)",KLC INTERNATIONAL INSTITUTE PTE. LTD.,54,115.5,15.0,Unspecified,
1137,Communicating Effectively with Emotional Intelligence Course (Patient Care) (Classroom & Asynchronous eLearning),PARKWAY COLLEGE OF NURSING & ALLIED HEALTH PTE. LTD.,54,150.0,9.0,Unspecified,
1138,(ACECCE) Engage in Partnerships and Collaborations with Community Stakeholders,KLC INTERNATIONAL INSTITUTE PTE. LTD.,54,115.5,10.0,Intermediate,
1139,CoC in Flexipreneur for a Gig Economy : Win That Client,Institute of Technical Education,54,132.0,14.0,Unspecified,
1140,CoC in Power Up Productivity with Power Apps & Power Automate,Institute of Technical Education,56,57.0,7.0,Beginner,
1141,CoC in Robotic Process Automation (RPA) for Beginners,Institute of Technical Education,56,69.0,7.0,Beginner,
1142,IOT APPLICATIONS IN SUPPLY CHAIN MANAGEMENT,Nanyang Polytechnic,56,70.5,7.0,Beginner,
1143,Introduction to Wafer Fab Optimization,Nanyang Polytechnic,56,78.0,7.0,Beginner,
1144,CoC in Supercharge Productivity with No-Code Applications,Institute of Technical Education,56,45.0,8.0,Unspecified,
1145,EMOTIONAL INTELLIGENCE AT THE WORKPLACE,HMI INSTITUTE OF HEALTH SCIENCES PTE. LTD.,56,53.76,8.0,Unspecified,
1146,Introduction to Wafer Fab Optimization (Sync eLearning),Nanyang Polytechnic,56,90.0,8.0,Beginner,
1147,Appreciation of IoT and Data Management,Singapore Polytechnic,56,60.0,8.0,Unspecified,
1148,CoC in Hands on Generative AI in Workflows,Institute of Technical Education,56,72.0,8.0,Unspecified,
1149,Retail (SF): Retailing and The Economy L1,NTUC LEARNINGHUB PTE. LTD.,56,75.0,8.0,Unspecified,
1150,Generative AI@Work,Nanyang Polytechnic,56,90.0,7.0,Unspecified,
1151,Forklift Operator Refresher Training,PSA CORPORATION LIMITED,56,100.0,5.75,Unspecified,
1152,Forklift Operator Refresher Training,BS TECHNOLOGY PTE LTD,56,100.0,5.75,Unspecified,
1153,Omni-Channel Business Model â€“ Managing an Unmanned Store,Temasek Polytechnic,56,90.0,8.0,Unspecified,
1154,WSQ Retail (Sf): Retailing and The Economy (Work Effectively in Retail Environment),NTUC LEARNINGHUB PTE. LTD.,56,125.0,8.0,Beginner,
1155,Driving Engagement & Performance: Mastering Employee Motivation for Talent Retention,Nanyang Polytechnic,56,70.5,7.0,Intermediate,
1156,PWM-Food Service: Food and Beverage Equipment Maintenance,EDUQUEST INTERNATIONAL INSTITUTE PTE. LTD.,56,136.0,8.0,Beginner,
1157,Automating Data Processing With Microsoft Excel Visual Basic for Applications (VBA),Singapore Polytechnic,56,105.0,14.0,Beginner,
1158,Automating Data Processing With Microsoft Excel Visual Basic for Applications (VBA) (Synchronised e-learning),Singapore Polytechnic,56,105.0,14.0,Beginner,
1159,Experience Power Automate in a Day,Republic Polytechnic,56,106.5,8.0,Unspecified,
1160,CoC in Introduction to Leather Craft,Institute of Technical Education,56,140.0,8.0,Beginner,
1161,Self-Management Strategies for Career Success,NTUC LEARNINGHUB PTE. LTD.,56,100.0,7.0,Intermediate,
1162,PWM-Retail: Retail (SF): Adapt to Change L1,NTUC LEARNINGHUB PTE. LTD.,56,90.0,16.0,Unspecified,
1163,Drive Productivity and Innovation - Level 1 (Classroom & Asynchronous),Electronics Industries Training Centre,56,130.0,16.0,Beginner,
1164,Perform Basic Productivity Practices,SSA ACADEMY PTE. LTD.,56,130.0,16.0,Beginner,
1165,Learning Needs and Skills Gap Analysis,Nanyang Polytechnic,38,390.0,14.0,Unspecified,
1166,Basics of Training Needs & Skills Gap Analysis,Nanyang Polytechnic,38,196.5,7.0,Beginner,
1167,Basics of Training Needs & Skills Gap Analysis (Synchronous e-learning),Nanyang Polytechnic,38,196.5,7.0,Beginner,
1168,Basics of Learning Needs & Skills Gap Analysis,Nanyang Polytechnic,38,214.5,7.0,Beginner,
1169,Training Needs and Skills Gap Analysis,SINGAPORE POLYTECHNIC,38,390.0,14.0,Unspecified,
1170,Training Needs and Skills Gap Analysis,Ngee Ann Polytechnic,38,390.0,14.0,Unspecified,
1171,Training Needs and Skills Gap Analysis,Temasek Polytechnic,38,390.0,14.0,Unspecified,
1172,Training Needs and Skills Gap Analysis,Republic Polytechnic,38,390.0,14.0,Unspecified,
1173,Training Needs and Skills Gap Analysis (Synchronous e-Learning),Temasek Polytechnic,38,390.0,14.0,Unspecified,
1174,Training Needs and Skills Gap Analysis (Synchronous e-learning),Ngee Ann Polytechnic,38,390.0,14.0,Unspecified,
1175,Analyse Learning Needs and Develop Curriculum for Technology Enhanced Learning,Republic Polytechnic,38,372.6,30.0,Beginner,
1176,WSQ Assist with Programming and Learning Needs for Children with Special Needs,ASIAN INTERNATIONAL COLLEGE PTE. LTD.,38,350.0,30.0,Unspecified,
1177,Learning Needs Analysis,NATIONAL UNIVERSITY OF SINGAPORE,38,810.0,29.0,Intermediate,
1178,Clever but Cluttered: Developing Executive Function Skills (Online),DAS ACADEMY LTD.,38,107.98,3.0,Unspecified,
1179,Develop and Evaluate Strategies for Learning and Development (SFw HR),SINGAPORE NATIONAL EMPLOYERS FEDERATION,38,210.0,16.0,Unspecified,
1180,Fundamentals of Workplace Learning,SINGAPORE INSTITUTE OF TECHNOLOGY,38,300.0,8.5,Beginner,
1181,Design Transformative Learning and Development Journeys,SERVICE QUALITY CENTRE PTE. LTD.,38,245.0,16.0,Unspecified,
1182,Train The Trainer - Design and Develop Training Curriculum,Institute of Technical Education,38,255.0,21.0,Unspecified,
1183,Manage Training (SSF),AVANTA ACADEMY PTE. LTD.,38,300.0,21.5,Unspecified,
1184,Supporting Diverse Learners (Synchronous & Asynchronous e-Learning),SINGAPORE UNIVERSITY OF SOCIAL SCIENCES,38,364.5,18.0,Beginner,
1185,3-D People Development (SFw),CAPELLE CONSULTING PTE. LTD.,38,360.0,16.0,Unspecified,
1186,Learning and Development Programmes Management Level 3: Support Individual Learning and Development (Synchronous e-Learning),HUMAN CAPITAL (SINGAPORE) PTE. LTD.,38,325.0,24.0,Unspecified,
1187,"Leadership Series: Growing Leaders, Growing Teachers (GLGT)",NATIONAL INSTITUTE OF EARLY CHILDHOOD DEVELOPMENT,38,367.5,15.0,Intermediate,
1188,Health and Wellness Programme Management,STEVENSON HURECA PTE. LTD.,38,400.0,16.0,Unspecified,
1189,Learning and Development Strategy and HR Development L4 powered by SHRM (SF),NTUC LEARNINGHUB PTE. LTD.,38,425.0,22.0,Unspecified,
1190,Supplier Management (Level 1) (SF),LIGHTHOUSE GLOBAL TRAINING AND CONSULTANCY PTE. LTD.,44,125.0,9.0,Unspecified,
1191,Vendor Management,SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,44,240.0,16.0,Unspecified,
1192,Vendor Management (Synchronous e-learning),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,44,240.0,16.0,Unspecified,
1193,Develop Purchasing and Vendor Management,SINGAPORE INSTITUTE OF MATERIALS MANAGEMENT,44,310.0,16.0,Unspecified,
1194,Contract and Vendor Management for Technology Solutions,SINGAPORE MANAGEMENT UNIVERSITY,44,480.0,16.0,Unspecified,
1195,Contract and Vendor Management for Technology Solutions (Synchronous E-Learning),SINGAPORE MANAGEMENT UNIVERSITY,44,480.0,16.0,Unspecified,
1196,Contract and Vendor Management,NTUC LEARNINGHUB PTE. LTD.,44,675.0,20.0,Unspecified,
1197,Audio Visual Technician Course,AAT TRAINING HUB PTE. LTD.,44,360.0,16.0,Intermediate,
1198,TFIP - Maximising Vendor Performance: Strategies for Effective Management and Measurement,NTUC LEARNINGHUB PTE. LTD.,44,660.0,16.0,Unspecified,
1199,TFIP - Maximising Vendor Performance: Strategies for Effective Management and Measurement (Synchronous e-Learning),NTUC LEARNINGHUB PTE. LTD.,44,660.0,16.0,Unspecified,
1200,"Advanced Certificate in Governance, Risk Management and Data Compliance Module 4: Policy and Third Party Management of Data",SINGAPORE MANAGEMENT UNIVERSITY,44,600.0,17.0,Advanced,
1201,"Advanced Certificate in Governance, Risk Management and Data Compliance Module 4: Policy and Third Party Management of Data (Synchronous E-Learning)",SINGAPORE MANAGEMENT UNIVERSITY,44,600.0,17.0,Advanced,
1202,Strategic Procurement in a Digital World,NATIONAL UNIVERSITY OF SINGAPORE,44,810.0,26.0,Unspecified,
1203,"ITIL4 Collaborate, Assure and Improve",SAPIENCE CONSULTING PTE. LTD.,44,1500.0,32.0,Unspecified,
1204,Strategic Workforce Planning Level 4: Implement Manpower Planning Processes (Synchronous e-Learning),HUMAN CAPITAL (SINGAPORE) PTE. LTD.,36,355.0,24.0,Unspecified,
1205,Strategic Workforce Planning Level 5: Develop Strategies for Manpower Planning and Resourcing (Synchronous e-Learning),HUMAN CAPITAL (SINGAPORE) PTE. LTD.,36,390.0,20.0,Unspecified,
1206,Strategic Workforce Planning and Job Redesign L4 (Classroom and Asynchronous E-learning),SINGAPORE INSTITUTE OF MANAGEMENT GROUP LIMITED,36,425.0,20.0,Unspecified,
1207,Implement Manpower Planning Processes (SFw HR),SINGAPORE NATIONAL EMPLOYERS FEDERATION,36,225.0,16.0,Unspecified,
1208,PWM-Security: Manpower Planning (Conduct Operation Briefing and Debriefing),Temasek Polytechnic,36,252.34,18.0,Unspecified,
1209,Manpower Planning,Singapore Chinese Chamber Institute of Business,36,240.0,16.0,Intermediate,
1210,Manpower Planning (Mandarin),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,36,240.0,16.0,Intermediate,
1211,Manpower Planning (Mandarin) (Synchronous e-learning),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,36,240.0,16.0,Intermediate,
1212,Manpower Planning (Synchronous e-learning),SINGAPORE CHINESE CHAMBER INSTITUTE OF BUSINESS,36,240.0,16.0,Intermediate,
1213,PWM-Security: Manpower Planning (Monitor and Review Security Operations),ASCENDO ACADEMY PTE. LTD.,36,270.0,18.0,Unspecified,
1214,PWM-Security: Manpower Planning (Monitor and Review Security Operations),METROPOLIS SECURITY SYSTEMS PTE. LTD.,36,275.0,18.0,Unspecified,
1215,PWM-Security: Manpower Planning (Conduct Operation Briefing and Debriefing),METROPOLIS SECURITY SYSTEMS PTE. LTD.,36,290.0,18.0,Unspecified,
1216,PWM-Security: Manpower Planning (Monitor and Review Security Operations),Temasek Polytechnic,36,252.34,26.0,Unspecified,
1217,PWM-Security: Manpower Planning (Conduct Operation Briefing and Debriefing),KNOWLEDGETREE TRAINING CENTRE PTE. LTD.,36,300.0,18.0,Unspecified,
1218,PWM-Security: Manpower Planning (Conduct Operation Briefing and Debriefing),APRO TRAINING CENTRE PTE LTD,36,300.0,18.0,Unspecified,
1219,PWM-Security: Manpower Planning (Conduct Operation Briefing and Debriefing),NTUC LEARNINGHUB PTE. LTD.,36,300.0,18.0,Unspecified,
1220,Manpower Planning (Conduct Operation Briefing and Debriefing),LEACOV SINGAPORE PTE. LTD.,36,295.0,16.0,Intermediate,
1221,PWM-Security: Manpower Planning (Monitor and Review Security Operations),LEACOV SINGAPORE PTE. LTD.,36,300.68,16.0,Intermediate,
1222,PWM-Security: Manpower Planning (Monitor and Review Security Operations),NTUC LEARNINGHUB PTE. LTD.,36,300.0,25.75,Unspecified,
1223,PWM-Security: Manpower Planning (Monitor and Review Security Operations),KNOWLEDGETREE TRAINING CENTRE PTE. LTD.,36,320.5,22.0,Unspecified,
1224,PWM-Security: Manpower Planning (Monitor and Review Security Operations),APRO TRAINING CENTRE PTE LTD,36,300.0,18.0,Advanced,
1225,Strategic Workforce Planning L4 powered by SHRM (SF),NTUC LEARNINGHUB PTE. LTD.,36,390.0,16.0,Unspecified,
1226,Strategic Workforce Planning L4 powered by SHRM (SF) (Synchronous e-learning),NTUC LEARNINGHUB PTE. LTD.,36,390.0,16.0,Unspecified,
1227,Manpower Planning (Manage Recruitment and Selection of Security Personnel),METROPOLIS SECURITY SYSTEMS PTE. LTD.,36,405.0,17.5,Unspecified,
1228,Manpower Planning (Develop a Manpower Deployment Plan),APRO TRAINING CENTRE PTE LTD,36,400.0,26.0,Unspecified,
